aX,aY,aZ,gX,gY,gZ
0.206,1.589,0.772,73.303,90.942,155.090
0.196,1.005,0.614,56.335,110.352,95.398
0.206,0.555,0.520,50.232,117.371,71.411
0.205,0.595,0.576,60.913,110.168,86.548
0.196,0.900,0.646,73.914,103.088,110.291
0.233,1.121,0.672,69.275,101.074,118.408
0.193,1.141,0.696,40.100,101.868,109.863
0.171,1.073,0.694,17.395,103.088,98.572
0.178,1.058,0.661,0.732,103.210,92.712
0.157,1.150,0.610,-12.756,101.746,90.393
0.157,1.231,0.579,-26.794,99.182,84.290
0.162,1.247,0.549,-38.086,96.985,73.730
0.155,1.241,0.533,-43.823,96.069,63.965
0.156,1.229,0.547,-45.288,94.604,56.335
0.149,1.223,0.568,-47.424,93.872,50.110
0.160,1.247,0.581,-47.363,93.445,45.288
0.167,1.268,0.550,-47.791,93.506,39.124
0.203,1.270,0.503,-51.636,92.102,31.311
0.191,1.256,0.492,-63.843,88.135,22.522
0.205,1.164,0.468,-73.669,84.167,13.916
0.208,1.121,0.436,-75.500,82.153,12.390
0.229,1.126,0.352,-71.289,82.764,15.991
0.271,1.128,0.261,-63.660,81.909,20.630
0.252,1.115,0.183,-55.115,77.393,25.818
0.253,1.086,0.127,-49.866,71.350,30.334
0.243,1.069,0.062,-45.715,64.697,34.363
0.196,1.052,0.020,-44.678,56.274,36.377
0.150,0.975,-0.012,-40.405,46.753,35.583
0.127,0.880,0.005,-39.856,36.499,34.546
0.118,0.810,0.101,-40.527,26.672,36.072
0.092,0.781,0.216,-40.527,20.569,40.039
0.068,0.780,0.315,-38.208,20.386,44.128
0.069,0.797,0.376,-29.846,24.780,47.119
0.049,0.809,0.393,-17.639,30.884,48.096
0.041,0.825,0.368,-8.423,37.109,47.607
0.031,0.850,0.332,-2.991,41.077,45.898
0.025,0.870,0.296,-3.052,41.199,41.992
0.032,0.878,0.268,-6.775,38.391,35.583
0.012,0.888,0.234,-12.634,34.241,28.076
-0.004,0.895,0.212,-19.531,29.053,19.348
-0.013,0.881,0.177,-25.208,23.926,9.399
-0.022,0.843,0.130,-27.710,19.287,-0.427
-0.022,0.781,0.082,-29.541,13.550,-7.812
-0.016,0.708,0.048,-32.288,6.531,-13.123
-0.014,0.666,0.054,-35.034,-1.404,-13.855
-0.008,0.634,0.087,-33.936,-8.484,-11.597
-0.008,0.605,0.125,-30.884,-11.536,-8.484
0.016,0.589,0.158,-25.146,-11.353,-4.211
0.030,0.616,0.178,-16.785,-7.629,0.732
0.034,0.645,0.182,-9.216,-3.662,5.737
0.045,0.660,0.178,-2.869,0.305,8.057
0.069,0.640,0.183,0.427,3.601,8.179
0.065,0.590,0.198,1.709,7.385,7.751
0.058,0.544,0.232,3.174,11.292,9.033
0.057,0.537,0.287,5.920,15.991,13.306
0.073,0.570,0.333,11.719,23.193,19.287
0.071,0.630,0.351,18.738,33.630,24.414
0.097,0.703,0.361,22.217,45.471,27.161
0.116,0.771,0.356,20.935,57.007,27.588
0.131,0.826,0.341,16.357,66.101,26.184
0.148,0.852,0.320,8.423,71.289,22.766
0.145,0.852,0.294,-0.366,72.510,18.921
0.133,0.842,0.298,-10.742,70.374,16.846
0.113,0.861,0.313,-20.630,67.444,17.822
0.087,0.939,0.309,-26.794,66.284,21.301
0.063,1.061,0.261,-30.640,67.383,23.987
0.062,1.212,0.157,-34.302,68.726,23.865
0.071,1.354,0.020,-38.574,67.200,19.226
0.095,1.431,-0.113,-42.786,59.753,8.545
0.117,1.429,-0.200,-46.997,44.739,-5.615
0.165,1.361,-0.204,-53.162,23.865,-20.630
0.204,1.240,-0.131,-58.044,1.953,-32.776
0.242,1.104,0.001,-62.439,-15.564,-38.696
0.263,1.011,0.139,-62.927,-24.414,-36.865
0.251,0.971,0.199,-55.298,-22.644,-28.931
0.261,0.999,0.227,-46.753,-16.418,-18.127
0.273,1.053,0.222,-41.504,-8.118,-8.728
0.293,1.092,0.201,-39.429,0.671,-2.930
0.316,1.096,0.177,-40.955,9.399,0.488
0.317,1.070,0.151,-43.091,16.724,2.869
0.335,1.020,0.109,-45.166,21.301,5.249
0.341,0.973,0.060,-45.105,22.217,8.179
0.346,0.937,0.019,-43.640,18.860,12.634
0.349,0.919,0.001,-41.443,12.085,17.700
0.337,0.916,0.012,-39.856,3.906,22.583
0.324,0.914,0.051,-38.269,-3.296,26.001
0.316,0.899,0.100,-38.025,-8.362,27.344
0.305,0.874,0.137,-38.025,-10.559,28.076
0.284,0.852,0.153,-36.682,-10.132,28.809
0.264,0.870,0.175,-36.011,-9.521,30.090
0.256,0.894,0.213,-37.476,-8.728,29.724
0.250,0.896,0.232,-37.964,-6.287,27.039
0.217,0.888,0.224,-35.217,-3.784,23.560
0.196,0.884,0.210,-32.227,-1.587,19.958
0.183,0.898,0.188,-28.198,0.610,16.479
0.169,0.923,0.152,-23.376,2.502,12.756
0.165,0.932,0.125,-19.104,2.930,8.057
0.195,0.941,0.158,-18.005,2.869,2.014
0.169,0.920,0.103,-13.123,5.676,-3.296
0.173,0.870,0.084,-7.202,3.540,-6.897
0.174,0.847,0.080,-2.808,0.305,-8.423
0.146,0.868,0.080,3.479,-1.770,-6.958
0.151,0.910,0.113,7.507,-3.967,-5.615
0.144,0.931,0.168,8.972,-4.517,-6.042
0.131,0.916,0.219,9.705,-2.197,-7.874
0.143,0.893,0.242,11.414,5.615,-9.644
0.170,0.885,0.221,15.747,16.663,-9.827
0.172,0.885,0.154,23.437,27.344,-9.094
0.189,0.876,0.082,29.541,34.058,-8.484
0.199,0.854,-0.003,34.424,36.682,-8.728
0.220,0.825,-0.081,41.199,35.278,-7.874
0.202,0.803,-0.121,41.504,30.396,-5.554
0.195,0.805,-0.123,41.870,23.254,-2.686
0.180,0.811,-0.081,40.100,15.259,-0.305
0.172,0.820,-0.012,38.391,8.667,1.160
0.166,0.834,0.076,35.095,4.883,1.282
0.164,0.856,0.165,31.921,5.188,0.854
0.169,0.883,0.237,30.212,10.010,0.244
0.178,0.917,0.277,31.006,18.188,-0.549
0.177,0.938,0.268,32.288,27.710,-1.892
0.176,0.931,0.231,28.381,36.560,-3.357
0.166,0.901,0.164,25.757,44.006,-4.822
0.161,0.884,0.093,24.658,48.584,-4.883
0.165,0.896,0.027,23.376,49.866,-3.845
0.161,0.922,-0.033,22.156,48.035,-3.174
0.158,0.942,-0.074,20.752,43.030,-3.418
0.158,0.952,-0.090,19.043,35.461,-4.272
0.170,0.963,-0.060,12.512,26.917,-4.944
0.172,0.958,-0.024,9.583,19.836,-5.737
0.159,0.945,-0.001,8.606,16.296,-6.226
0.150,0.948,0.005,7.202,15.259,-5.859
0.139,0.972,-0.020,6.348,15.625,-5.493
0.134,0.994,-0.062,6.714,15.564,-6.165
0.126,1.001,-0.100,6.531,14.160,-8.301
0.132,0.979,-0.127,7.019,10.620,-12.085
0.136,0.911,-0.141,7.080,5.615,-16.479
0.122,0.830,-0.122,7.751,-0.610,-19.531
0.134,0.772,-0.061,7.874,-7.019,-20.142
0.141,0.736,0.005,10.864,-11.658,-18.860
0.145,0.699,0.069,13.550,-13.306,-17.334
0.144,0.665,0.130,14.038,-12.451,-15.625
0.149,0.661,0.186,13.794,-8.850,-12.512
0.144,0.669,0.221,14.160,-3.052,-9.277
0.150,0.651,0.230,14.587,4.883,-7.324
0.142,0.633,0.182,17.578,15.259,-6.348
0.128,0.650,0.094,22.705,25.452,-4.333
0.105,0.688,-0.003,25.757,31.738,-2.930
0.103,0.725,-0.073,28.320,31.921,-2.991
0.088,0.724,-0.080,27.771,26.001,-4.883
0.092,0.734,-0.033,26.917,16.541,-6.958
0.116,0.736,0.009,31.067,8.362,-8.484
0.132,0.769,0.057,38.696,1.892,-8.667
0.149,0.812,0.116,43.945,-2.319,-8.484
0.163,0.838,0.198,44.617,-3.845,-10.010
0.180,0.854,0.296,43.457,-3.113,-11.780
0.206,0.877,0.386,43.091,1.953,-12.329
0.218,0.905,0.419,46.936,12.451,-12.390
0.220,0.942,0.396,50.476,25.879,-12.451
0.231,0.983,0.333,51.880,39.917,-13.000
0.241,1.015,0.231,54.260,51.392,-13.977
0.243,1.031,0.117,55.176,58.411,-15.625
0.255,1.025,0.020,54.932,58.655,-16.968
0.275,1.010,-0.032,57.068,52.063,-16.907
0.309,1.023,-0.000,57.983,40.833,-13.916
0.364,1.058,0.134,55.725,27.893,-8.972
0.405,1.099,0.342,50.476,17.883,-3.662
0.429,1.135,0.577,43.640,14.038,1.526
0.455,1.186,0.782,38.696,19.348,6.592
0.499,1.224,0.919,36.682,32.837,10.010
0.507,1.270,0.982,32.104,51.086,12.939
0.512,1.383,0.946,24.658,71.655,17.883
0.508,1.558,0.793,15.686,89.966,22.644
0.537,1.707,0.558,4.272,101.624,21.851
0.569,1.757,0.300,-10.376,103.027,14.343
0.575,1.683,0.076,-23.254,91.309,3.784
0.574,1.540,-0.057,-34.851,67.322,-3.113
0.534,1.415,-0.103,-45.044,37.292,-2.930
0.493,1.419,-0.088,-51.208,7.996,5.371
0.463,1.515,-0.058,-49.866,-16.357,16.052
0.432,1.602,-0.022,-49.622,-35.828,20.630
0.410,1.596,0.021,-45.288,-51.880,17.395
0.384,1.471,0.091,-41.138,-63.782,9.888
0.361,1.296,0.168,-36.621,-71.106,3.357
0.343,1.156,0.226,-29.602,-72.876,1.282
0.311,1.043,0.265,-20.264,-70.618,1.282
0.285,0.920,0.311,-12.390,-67.993,1.282
0.255,0.787,0.373,-6.653,-65.002,1.709
0.247,0.679,0.443,-0.549,-60.242,4.883
0.242,0.615,0.467,8.484,-52.124,10.498
0.241,0.576,0.436,19.958,-42.053,16.418
0.235,0.560,0.380,29.114,-33.752,21.790
0.225,0.577,0.337,35.034,-28.320,26.672
0.222,0.613,0.318,37.598,-26.306,29.968
0.216,0.660,0.328,37.842,-26.001,30.762
0.206,0.695,0.365,35.583,-26.306,28.870
0.203,0.706,0.427,32.043,-26.062,24.353
0.200,0.712,0.490,28.748,-23.987,18.921
0.202,0.703,0.527,29.541,-20.325,13.306
0.213,0.681,0.578,27.588,-14.526,8.240
0.214,0.667,0.565,30.701,-4.333,4.395
0.226,0.668,0.521,33.325,6.226,1.465
0.234,0.693,0.453,36.621,15.564,-1.343
0.240,0.711,0.381,37.964,21.423,-4.333
0.265,0.698,0.326,36.133,22.888,-8.911
0.259,0.676,0.276,34.424,22.339,-12.390
0.253,0.690,0.263,32.166,18.738,-12.756
0.264,0.735,0.282,27.222,13.123,-11.780
0.272,0.764,0.310,21.484,8.789,-12.085
0.276,0.786,0.326,16.479,6.775,-13.000
0.281,0.796,0.325,12.390,6.409,-14.160
0.271,0.794,0.298,9.705,6.714,-15.503
0.259,0.784,0.272,6.470,6.165,-16.418
0.256,0.786,0.253,2.197,4.272,-16.418
0.255,0.806,0.241,-2.563,1.282,-15.564
0.242,0.842,0.234,-6.165,-1.587,-14.099
0.229,0.869,0.228,-9.277,-3.479,-13.794
0.221,0.875,0.230,-12.024,-4.700,-14.893
0.202,0.868,0.244,-14.404,-6.714,-15.991
0.190,0.870,0.276,-16.541,-9.277,-16.418
0.184,0.883,0.321,-17.029,-11.475,-15.991
0.181,0.886,0.369,-17.578,-12.634,-15.869
0.192,0.880,0.420,-18.188,-12.329,-15.686
0.214,0.870,0.467,-18.555,-10.803,-15.015
0.229,0.859,0.501,-18.860,-8.057,-13.306
0.239,0.852,0.522,-19.043,-4.822,-10.803
0.249,0.866,0.536,-18.799,-1.831,-6.836
0.256,0.901,0.536,-18.799,1.160,-2.808
0.259,0.944,0.529,-18.677,3.540,0.488
0.272,0.962,0.520,-20.081,5.005,2.197
0.293,0.954,0.503,-22.705,5.310,2.502
0.319,0.943,0.501,-27.283,4.333,3.967
0.332,0.933,0.488,-30.823,3.662,6.897
0.347,0.952,0.448,-29.846,3.906,10.803
0.353,0.977,0.388,-25.574,3.967,14.465
0.361,0.999,0.334,-22.461,3.113,16.541
0.366,1.007,0.300,-20.752,1.343,17.334
0.366,1.021,0.299,-21.240,-2.258,18.066
0.352,1.056,0.303,-18.188,-4.517,19.653
0.348,1.109,0.296,-12.695,-5.554,20.325
0.334,1.143,0.270,-6.348,-6.042,18.494
0.319,1.132,0.241,-1.465,-6.897,13.489
0.299,1.074,0.215,3.113,-8.728,7.385
0.278,1.030,0.211,7.568,-12.146,3.235
0.264,1.001,0.231,11.353,-16.418,0.488
0.252,0.974,0.268,15.137,-20.081,-1.953
0.231,0.935,0.311,18.127,-22.156,-4.028
0.221,0.894,0.347,20.691,-21.851,-5.798
0.207,0.880,0.376,22.705,-19.409,-6.042
0.204,0.905,0.398,24.475,-15.198,-5.432
0.205,0.924,0.408,25.391,-9.216,-6.409
0.207,0.911,0.392,26.245,-1.892,-8.972
0.200,0.872,0.349,26.917,6.226,-11.414
0.201,0.848,0.283,28.564,12.878,-12.390
0.205,0.841,0.223,29.541,15.869,-12.024
0.201,0.825,0.179,28.748,15.198,-12.085
0.203,0.802,0.172,26.917,11.108,-12.207
0.214,0.740,0.193,23.010,5.432,-12.451
0.202,0.676,0.230,22.400,-0.122,-10.742
0.191,0.659,0.261,24.109,-3.601,-5.676
0.183,0.669,0.284,24.109,-4.700,-1.160
0.178,0.684,0.314,21.851,-6.226,2.502
0.181,0.696,0.349,17.761,-7.324,4.333
0.174,0.702,0.370,14.343,-6.653,4.944
0.181,0.707,0.390,10.681,-5.249,5.005
0.183,0.712,0.410,5.920,-3.601,4.578
0.180,0.720,0.418,1.709,-0.427,3.906
0.181,0.716,0.415,-2.502,3.174,2.502
0.187,0.700,0.408,-6.653,6.165,1.221
0.198,0.691,0.398,-9.460,8.484,1.099
0.213,0.695,0.379,-10.864,10.437,1.892
0.223,0.704,0.349,-10.193,11.475,2.930
0.229,0.723,0.323,-9.644,10.986,4.578
0.239,0.735,0.302,-10.132,9.827,5.920
0.242,0.751,0.297,-11.963,7.507,6.958
0.249,0.794,0.322,-15.442,4.456,8.362
0.269,0.822,0.353,-17.456,2.258,9.094
0.264,0.814,0.369,-16.968,1.343,8.484
0.262,0.793,0.360,-15.259,1.831,8.606
0.256,0.796,0.328,-11.597,2.991,10.254
0.258,0.818,0.300,-10.742,2.747,12.268
0.258,0.840,0.292,-12.512,0.122,13.245
0.262,0.859,0.321,-15.076,-3.845,13.611
0.260,0.874,0.362,-17.639,-7.751,13.489
0.263,0.879,0.404,-18.005,-10.620,12.573
0.266,0.889,0.438,-17.883,-11.047,11.780
0.260,0.916,0.447,-16.296,-8.911,11.169
0.257,0.929,0.455,-17.639,-6.836,9.338
0.258,0.924,0.468,-20.264,-5.554,6.592
0.257,0.920,0.493,-23.499,-5.005,4.822
0.256,0.922,0.519,-26.611,-4.333,4.089
0.277,0.923,0.527,-26.917,-2.502,3.906
0.278,0.919,0.503,-23.437,0.977,4.089
0.281,0.922,0.445,-20.569,4.883,5.066
0.280,0.935,0.373,-17.944,6.897,6.409
0.280,0.952,0.333,-17.944,5.188,7.507
0.283,0.975,0.331,-19.958,1.221,8.240
0.270,0.999,0.350,-21.912,-2.686,8.240
0.272,1.020,0.365,-20.508,-4.639,7.446
0.259,1.037,0.357,-16.968,-5.249,5.554
0.263,1.016,0.376,-14.648,-4.822,2.197
0.259,0.982,0.355,-12.939,-3.479,-0.977
0.252,0.970,0.332,-8.423,-1.587,-2.441
0.249,0.986,0.330,-6.348,-1.160,-3.113
0.240,0.975,0.357,-7.141,-1.099,-4.944
0.242,0.917,0.381,-6.287,0.366,-7.935
0.252,0.857,0.375,-1.526,3.479,-9.033
0.246,0.836,0.338,5.432,7.019,-6.714
0.246,0.854,0.294,9.949,9.033,-3.601
0.244,0.875,0.256,11.230,9.033,-1.892
0.243,0.873,0.243,9.216,6.531,-1.648
0.245,0.857,0.269,4.150,2.441,-2.136
0.248,0.837,0.306,0.183,-0.854,-2.380
0.270,0.808,0.324,0.977,-1.953,-2.380
0.262,0.791,0.299,3.296,-1.038,-1.404
0.254,0.790,0.248,5.798,-0.244,0.488
0.249,0.784,0.227,3.601,-2.502,1.038
0.251,0.797,0.255,-0.610,-6.897,1.709
0.254,0.808,0.328,-6.958,-12.024,2.258
0.259,0.806,0.402,-10.986,-13.733,1.831
0.255,0.800,0.436,-13.977,-11.047,1.343
0.261,0.829,0.423,-14.343,-5.615,2.136
0.265,0.849,0.370,-13.123,-1.038,1.648
0.265,0.832,0.315,-13.428,1.038,-0.244
0.266,0.810,0.273,-15.320,0.488,-1.465
0.266,0.801,0.264,-17.334,-2.319,-1.099
0.265,0.811,0.305,-20.508,-6.104,0.244
0.266,0.834,0.376,-23.804,-9.644,1.709
0.271,0.840,0.447,-25.696,-10.376,2.747
0.274,0.844,0.484,-25.146,-7.507,3.601
0.275,0.871,0.460,-21.667,-1.953,5.127
0.270,0.930,0.376,-17.151,4.944,6.653
0.265,0.984,0.269,-14.160,9.705,6.042
0.262,1.005,0.177,-15.076,9.338,2.808
0.255,0.999,0.126,-16.846,4.822,-1.404
0.249,0.974,0.119,-19.409,-2.258,-4.761
0.242,0.930,0.152,-21.423,-8.789,-7.935
0.240,0.882,0.195,-21.362,-13.855,-9.399
0.246,0.846,0.234,-19.775,-16.479,-8.728
0.248,0.846,0.266,-17.578,-16.541,-6.531
0.247,0.857,0.281,-13.855,-14.465,-4.700
0.243,0.863,0.268,-10.071,-11.353,-4.150
0.237,0.856,0.247,-7.935,-8.850,-4.578
0.234,0.839,0.238,-7.874,-8.118,-5.310
0.228,0.817,0.241,-9.033,-8.362,-5.798
0.224,0.796,0.256,-10.925,-8.789,-5.981
0.213,0.768,0.280,-13.550,-8.972,-5.920
0.208,0.736,0.304,-16.296,-8.362,-5.188
0.201,0.715,0.313,-18.188,-6.470,-3.479
0.206,0.713,0.304,-20.142,-4.272,-1.038
0.204,0.725,0.280,-21.362,-2.075,2.502
0.204,0.747,0.250,-22.156,-0.671,5.493
0.201,0.763,0.229,-23.743,-0.977,7.690
0.193,0.770,0.214,-25.085,-2.441,9.216
0.186,0.769,0.211,-26.245,-4.456,10.437
0.189,0.785,0.217,-27.039,-6.287,12.268
0.190,0.823,0.216,-26.123,-7.263,14.221
0.201,0.861,0.212,-25.452,-7.629,14.771